n_qubits,max_bond,amplitude_mag,error_vs_uncapped
9,2,9.818594759910104e-13,0.0010393188392421916
9,4,0.003446240840871253,0.0024069220006472016
9,6,0.013327038947283081,0.01228772010705903
9,8,0.0013957145636547287,0.0003563957234306776
9,10,0.0009715848748146705,6.773396540938064e-05
9,12,0.0010393188402240512,0.0
9,16,0.0010393188402240512,0.0
9,20,0.0010393188402240512,0.0
9,24,0.0010393188402240512,0.0
9,28,0.0010393188402240512,0.0
9,32,0.0010393188402240512,0.0
9,48,0.0010393188402240512,0.0
9,64,0.0010393188402240512,0.0
9,uncapped,0.0010393188402240512,0.0
