20,1048576,8.397791669000071,16.0,CPU
21,2097152,15.268119170999853,32.0,CPU
22,4194304,64.72716482700025,64.0,CPU
23,8388608,202.22260232899998,128.0,CPU
24,16777216,714.590393081,256.0,CPU
25,33554432,1766.4161443449998,512.0,CPU
26,67108864,5753.907205801,1024.0,CPU
27,134217728,16677.980727928,2048.0,CPU
28,268435456,48927.59332361299,4096.0,CPU
