n_qubits,max_bond,amplitude_mag,error_vs_uncapped
9,2,2.2667098177547526e-13,0.0010393188399964789
9,4,0.0003169560569343597,0.00072236278328879
9,6,0.013440825054291177,0.012401506214068027
9,8,0.002503918025517033,0.0014645991852938831
9,10,0.0009635057726436194,7.581306757953039e-05
9,12,0.0010393188402231497,0.0
9,16,0.0010393188402231497,0.0
9,20,0.0010393188402231497,0.0
9,24,0.0010393188402231497,0.0
9,28,0.0010393188402231497,0.0
9,32,0.0010393188402231497,0.0
9,48,0.0010393188402231497,0.0
9,64,0.0010393188402231497,0.0
9,uncapped,0.0010393188402231497,0.0
